guess,compare,ans
5082,0A2B,1253
6501,0A2B,1253
3014,0A2B,1253
7634,0A1B,1253
2746,0A1B,1253
0647,0A0B,1253
5742,0A2B,1253
2358,1A2B,1253
3892,0A2B,1253
1285,2A1B,1253
2385,0A3B,1253
3982,0A2B,1253
1825,1A2B,1253
9851,1A1B,1253
3852,1A2B,1253
5281,1A2B,1253
3281,1A2B,1253
1523,2A2B,1253
5213,2A2B,1253
5123,1A3B,1253
2513,1A3B,1253
3521,0A4B,1253
1253,4A0B,1253
