guess,compare,ans
1038,2A0B,1235
9107,0A1B,1235
7016,0A1B,1235
7416,0A1B,1235
6457,0A1B,1235
5694,0A1B,1235
5936,1A1B,1235
5674,0A1B,1235
6845,1A0B,1235
1548,1A1B,1235
4806,0A0B,1235
1395,2A1B,1235
9571,0A2B,1235
1253,2A2B,1235
5132,1A3B,1235
2153,0A4B,1235
5213,1A3B,1235
3251,1A3B,1235
1523,1A3B,1235
1352,1A3B,1235
1235,4A0B,1235
