guess,compare,ans
6028,1A1B,7298
0964,0A1B,7298
4905,0A1B,7298
6049,0A1B,7298
9846,0A2B,7298
2495,1A1B,7298
2048,1A1B,7298
8147,0A2B,7298
6438,1A0B,7298
4635,0A0B,7298
4968,1A1B,7298
9280,1A2B,7298
0978,1A2B,7298
9270,1A2B,7298
2087,0A3B,7298
7120,1A1B,7298
9178,1A2B,7298
9218,2A1B,7298
8917,0A3B,7298
9081,0A2B,7298
0927,0A3B,7298
7912,1A2B,7298
1907,0A2B,7298
7182,1A2B,7298
8291,2A1B,7298
0912,0A2B,7298
2978,1A3B,7298
8792,1A3B,7298
8279,1A3B,7298
7892,2A2B,7298
9872,0A4B,7298
2897,1A3B,7298
7982,1A3B,7298
7298,4A0B,7298
