guess,compare,ans
5248,0A2B,2635
4962,0A2B,2635
6721,0A2B,2635
2738,2A0B,2635
3260,0A3B,2635
5603,1A2B,2635
3604,1A1B,2635
3491,0A1B,2635
1643,1A1B,2635
1086,0A1B,2635
8170,0A0B,2635
2108,1A0B,2635
2918,1A0B,2635
4128,0A1B,2635
4168,0A1B,2635
6914,0A1B,2635
5196,0A2B,2635
3925,1A2B,2635
3254,0A3B,2635
4236,1A2B,2635
3496,0A2B,2635
2534,2A1B,2635
2934,2A0B,2635
4596,0A2B,2635
5329,0A3B,2635
5926,0A3B,2635
5264,0A3B,2635
6253,0A4B,2635
5362,0A4B,2635
5263,0A4B,2635
5623,1A3B,2635
2536,2A2B,2635
5236,1A3B,2635
3526,0A4B,2635
6532,1A3B,2635
2356,1A3B,2635
2635,4A0B,2635
