guess,compare,ans
4982,1A0B,1967
4820,0A0B,1967
8927,2A0B,1967
5379,0A2B,1967
7163,1A2B,1967
5763,1A1B,1967
9317,1A2B,1967
7953,1A1B,1967
6931,1A2B,1967
7361,1A2B,1967
3157,1A1B,1967
3956,1A1B,1967
9173,0A3B,1967
5193,0A2B,1967
1756,1A2B,1967
5731,0A2B,1967
6973,1A2B,1967
3957,2A0B,1967
1765,2A1B,1967
7563,1A1B,1967
7391,0A3B,1967
7195,0A3B,1967
9573,0A2B,1967
7691,0A4B,1967
6791,0A4B,1967
9617,1A3B,1967
6971,1A3B,1967
1976,2A2B,1967
9176,0A4B,1967
7916,1A3B,1967
1796,1A3B,1967
1679,1A3B,1967
1967,4A0B,1967
