guess,compare,ans
7819,0A2B,2970
4387,0A1B,2970
6738,0A1B,2970
4367,0A1B,2970
4617,0A1B,2970
1786,0A1B,2970
8721,0A2B,2970
5126,0A1B,2970
1725,0A2B,2970
8713,0A1B,2970
2871,2A0B,2970
6752,0A2B,2970
2463,1A0B,2970
0432,0A2B,2970
0754,0A2B,2970
5013,0A1B,2970
3561,0A0B,2970
0415,0A1B,2970
4157,0A1B,2970
1795,0A2B,2970
7928,1A2B,2970
8749,0A2B,2970
2407,1A2B,2970
8042,0A2B,2970
7928,1A2B,2970
0897,0A3B,2970
9287,0A3B,2970
0278,1A2B,2970
0928,1A2B,2970
4082,0A2B,2970
2947,2A1B,2970
7029,0A4B,2970
7920,2A2B,2970
9720,1A3B,2970
2970,4A0B,2970
