guess,compare,ans
7325,0A1B,5901
5632,1A0B,5901
5360,1A1B,5901
5823,1A0B,5901
8351,1A1B,5901
6013,0A2B,5901
3802,1A0B,5901
8530,0A2B,5901
1387,0A1B,5901
2381,1A0B,5901
1723,0A1B,5901
3174,0A1B,5901
3614,0A1B,5901
6347,0A0B,5901
4561,1A1B,5901
5128,1A1B,5901
0589,0A3B,5901
0982,1A1B,5901
2051,1A2B,5901
0912,1A2B,5901
8019,0A3B,5901
9821,1A1B,5901
5201,3A0B,5901
5108,2A1B,5901
2850,0A2B,5901
5981,3A0B,5901
1925,1A2B,5901
9210,0A3B,5901
2951,2A1B,5901
9582,0A2B,5901
9501,2A2B,5901
1950,1A3B,5901
5901,4A0B,5901
