guess,compare,ans
4082,0A2B,3827
7290,0A2B,3827
8925,1A1B,3827
1235,0A2B,3827
8159,0A1B,3827
9814,1A0B,3827
7891,1A1B,3827
1038,0A2B,3827
3950,1A0B,3827
5398,0A2B,3827
4529,1A0B,3827
9042,0A1B,3827
2069,0A1B,3827
0126,1A0B,3827
0215,0A1B,3827
3510,1A0B,3827
5063,0A1B,3827
8650,0A1B,3827
0846,1A0B,3827
6034,0A1B,3827
2043,0A2B,3827
5093,0A1B,3827
9750,0A1B,3827
7902,0A2B,3827
8479,0A2B,3827
2958,0A2B,3827
5234,0A2B,3827
5804,1A0B,3827
3854,2A0B,3827
9153,0A1B,3827
9145,0A0B,3827
9523,1A1B,3827
7236,0A3B,3827
3720,2A1B,3827
0783,0A3B,3827
2370,0A3B,3827
6320,1A1B,3827
8732,0A4B,3827
7832,1A3B,3827
3827,4A0B,3827
