guess,compare,ans
6047,0A2B,0324
3096,0A2B,0324
0917,1A0B,0324
5071,0A1B,0324
0587,1A0B,0324
5709,0A1B,0324
2597,0A1B,0324
9253,0A2B,0324
3658,0A1B,0324
8357,1A0B,0324
8325,2A0B,0324
4526,1A1B,0324
4057,0A2B,0324
5439,0A2B,0324
2159,0A1B,0324
1250,0A2B,0324
1945,0A1B,0324
4895,0A1B,0324
8254,1A1B,0324
1085,0A1B,0324
3018,0A2B,0324
7389,1A0B,0324
3498,0A2B,0324
2419,0A2B,0324
0614,2A0B,0324
0571,1A0B,0324
4510,0A2B,0324
2740,0A3B,0324
1704,1A1B,0324
9160,0A1B,0324
9360,1A1B,0324
9702,0A2B,0324
3590,0A2B,0324
5480,0A2B,0324
5170,0A1B,0324
7018,0A1B,0324
7031,0A2B,0324
9340,1A2B,0324
9307,1A1B,0324
0324,4A0B,0324
