guess,compare,ans
0689,1A2B,8640
0862,0A3B,8640
1620,2A0B,8640
2865,0A2B,8640
9260,1A1B,8640
9704,0A2B,8640
5476,0A2B,8640
1437,0A1B,8640
7453,0A1B,8640
8374,1A1B,8640
7085,0A2B,8640
6407,0A3B,8640
7106,0A2B,8640
8127,1A0B,8640
5871,0A1B,8640
1784,0A2B,8640
8510,2A0B,8640
7195,0A0B,8640
6038,0A3B,8640
6348,1A2B,8640
2438,0A2B,8640
0246,1A2B,8640
0428,0A3B,8640
8264,1A2B,8640
4802,0A3B,8640
6240,2A1B,8640
0248,1A2B,8640
6024,0A3B,8640
4632,1A1B,8640
8240,3A0B,8640
4286,0A3B,8640
0426,0A3B,8640
3264,0A2B,8640
0834,0A3B,8640
8346,2A1B,8640
6308,0A3B,8640
0826,0A3B,8640
2804,0A3B,8640
4608,1A3B,8640
8640,4A0B,8640
