guess,compare,ans
2957,0A0B,8031
6380,0A3B,8031
4806,0A2B,8031
3106,0A3B,8031
4631,2A0B,8031
0148,0A3B,8031
3084,1A2B,8031
0386,0A3B,8031
8640,1A1B,8031
3061,2A1B,8031
6140,0A2B,8031
0638,1A2B,8031
6034,2A0B,8031
1384,0A3B,8031
1684,0A2B,8031
0863,0A3B,8031
3861,1A2B,8031
3648,0A2B,8031
3601,1A2B,8031
3416,0A2B,8031
3806,0A3B,8031
1638,1A2B,8031
1438,1A2B,8031
3840,0A3B,8031
0634,1A1B,8031
1438,1A2B,8031
8164,1A1B,8031
8130,2A2B,8031
3108,0A4B,8031
1830,1A3B,8031
3180,0A4B,8031
0138,1A3B,8031
8310,1A3B,8031
8031,4A0B,8031
