guess,compare,ans
1890,0A1B,9347
5908,0A1B,9347
5190,0A1B,9347
5301,1A0B,9347
5731,0A2B,9347
6174,0A2B,9347
5486,0A1B,9347
6874,0A2B,9347
4281,0A1B,9347
9814,1A1B,9347
4150,0A1B,9347
1345,2A0B,9347
3824,0A2B,9347
9862,1A0B,9347
6872,0A1B,9347
6128,0A0B,9347
8207,1A0B,9347
5087,1A0B,9347
9508,1A0B,9347
7850,0A1B,9347
8047,2A0B,9347
5304,1A1B,9347
7093,0A3B,9347
4930,0A3B,9347
0973,0A3B,9347
5039,0A2B,9347
5347,3A0B,9347
5793,0A3B,9347
5374,1A2B,9347
5304,1A1B,9347
9470,1A2B,9347
7349,2A2B,9347
9473,1A3B,9347
3749,1A3B,9347
4379,1A3B,9347
9347,4A0B,9347
