guess,compare,ans
9283,0A1B,1496
3824,0A1B,1496
8241,0A2B,1496
9314,0A3B,1496
9348,0A2B,1496
5978,0A1B,1496
7935,0A1B,1496
3765,0A1B,1496
5627,0A1B,1496
9657,0A2B,1496
8763,0A1B,1496
9768,0A2B,1496
6092,1A1B,1496
6839,0A2B,1496
5946,1A2B,1496
6435,1A1B,1496
3520,0A0B,1496
6748,0A2B,1496
1689,1A2B,1496
9481,1A2B,1496
7914,0A3B,1496
8149,0A3B,1496
4816,1A2B,1496
9864,0A3B,1496
9764,0A3B,1496
7984,0A2B,1496
7168,0A2B,1496
9174,0A3B,1496
6971,0A3B,1496
8719,0A2B,1496
9416,2A2B,1496
1469,2A2B,1496
4916,1A3B,1496
1496,4A0B,1496
