guess,compare,ans
3856,1A1B,1546
6892,0A1B,1546
6849,1A1B,1546
4291,0A2B,1546
0714,0A2B,1546
7834,0A1B,1546
4083,0A1B,1546
0824,0A1B,1546
2046,2A0B,1546
9684,0A2B,1546
6754,0A3B,1546
7345,1A1B,1546
5941,1A2B,1546
5691,0A3B,1546
9176,1A1B,1546
7015,0A2B,1546
9506,2A0B,1546
7456,1A2B,1546
6147,1A2B,1546
6413,0A3B,1546
6241,1A2B,1546
4213,0A2B,1546
1029,1A0B,1546
3209,0A0B,1546
2410,0A2B,1546
4156,1A3B,1546
6154,0A4B,1546
1645,2A2B,1546
6145,1A3B,1546
4615,0A4B,1546
5641,1A3B,1546
1465,1A3B,1546
1546,4A0B,1546
