guess,compare,ans
5304,0A2B,0875
9850,1A2B,0875
5920,0A2B,0875
2751,0A2B,0875
5687,0A3B,0875
6715,1A1B,0875
4976,1A0B,0875
7486,0A2B,0875
2084,0A2B,0875
0893,2A0B,0875
1397,0A1B,0875
1759,0A2B,0875
0574,2A1B,0875
5437,0A2B,0875
0395,2A0B,0875
3014,0A1B,0875
1039,0A1B,0875
3906,0A1B,0875
3409,0A1B,0875
7340,0A2B,0875
8376,1A1B,0875
8253,0A2B,0875
8269,0A1B,0875
6182,0A1B,0875
2864,1A0B,0875
4526,0A1B,0875
6025,1A1B,0875
0863,2A0B,0875
5930,0A2B,0875
9685,1A1B,0875
5834,1A1B,0875
3517,0A2B,0875
4721,0A1B,0875
4527,0A2B,0875
3652,0A1B,0875
5239,0A1B,0875
3205,1A1B,0875
4380,0A2B,0875
8492,0A1B,0875
0875,4A0B,0875
