guess,compare,ans
0789,0A2B,1972
2037,0A2B,1972
3061,0A1B,1972
3186,0A1B,1972
3261,0A2B,1972
7836,0A1B,1972
8375,1A0B,1972
8370,1A0B,1972
4730,0A1B,1972
7423,0A2B,1972
1378,2A0B,1972
1458,1A0B,1972
4859,0A1B,1972
8451,0A1B,1972
7158,0A2B,1972
5412,1A1B,1972
4329,0A2B,1972
2731,0A3B,1972
8713,0A2B,1972
2103,0A2B,1972
6237,0A2B,1972
3204,0A1B,1972
2437,0A2B,1972
5307,0A1B,1972
7013,0A2B,1972
6041,0A1B,1972
6048,0A0B,1972
6901,1A1B,1972
3291,0A3B,1972
1379,2A1B,1972
1953,2A0B,1972
3972,3A0B,1972
2953,1A1B,1972
9127,0A4B,1972
7912,2A2B,1972
9712,1A3B,1972
1972,4A0B,1972
