guess,compare,ans
4201,2A1B,4702
6201,1A1B,4702
2093,0A2B,4702
0354,0A2B,4702
3091,0A1B,4702
1630,0A1B,4702
5036,0A1B,4702
0256,0A2B,4702
9630,0A1B,4702
0329,0A2B,4702
8052,1A1B,4702
4018,1A1B,4702
6541,0A1B,4702
6841,0A1B,4702
1867,0A1B,4702
0716,1A1B,4702
7502,2A1B,4702
5107,1A1B,4702
7459,0A2B,4702
1845,0A1B,4702
8194,0A1B,4702
9174,0A2B,4702
2916,0A1B,4702
6829,0A1B,4702
9582,1A0B,4702
2984,0A2B,4702
2641,0A2B,4702
1259,0A1B,4702
2950,0A2B,4702
0462,1A2B,4702
4906,2A0B,4702
0193,0A1B,4702
5139,0A0B,4702
1098,0A1B,4702
6108,1A0B,4702
7801,1A1B,4702
6270,0A3B,4702
2786,1A1B,4702
8204,1A2B,4702
4702,4A0B,4702
