guess,compare,ans
9368,0A1B,7516
9613,1A1B,7516
7531,2A1B,7516
5793,0A2B,7516
2567,1A2B,7516
6537,1A2B,7516
4365,0A2B,7516
3259,0A1B,7516
4592,1A0B,7516
8524,1A0B,7516
4850,0A1B,7516
5014,1A1B,7516
6130,0A2B,7516
8531,1A1B,7516
9825,0A1B,7516
9805,0A1B,7516
8957,0A2B,7516
0572,1A1B,7516
6729,0A2B,7516
6894,0A1B,7516
9614,1A1B,7516
6482,0A1B,7516
6420,0A1B,7516
2670,0A2B,7516
0163,0A2B,7516
6218,1A1B,7516
1532,1A1B,7516
4571,1A2B,7516
5140,0A2B,7516
5497,0A2B,7516
5708,0A2B,7516
0398,0A0B,7516
6745,0A3B,7516
2645,0A2B,7516
6175,0A4B,7516
1675,0A4B,7516
1756,1A3B,7516
5716,2A2B,7516
7516,4A0B,7516
