guess,compare,ans
3014,1A1B,6318
3457,0A1B,6318
1475,0A1B,6318
5241,0A1B,6318
2615,1A1B,6318
8721,0A2B,6318
7692,0A1B,6318
9076,0A1B,6318
7098,1A0B,6318
0689,0A2B,6318
8671,0A3B,6318
7862,0A2B,6318
6081,1A2B,6318
1208,1A1B,6318
2961,0A2B,6318
1687,0A3B,6318
1870,0A2B,6318
8431,0A3B,6318
1380,1A2B,6318
4130,0A2B,6318
3960,0A2B,6318
1890,0A2B,6318
1782,0A2B,6318
2150,0A1B,6318
0541,0A1B,6318
4520,0A0B,6318
6145,1A1B,6318
9136,0A3B,6318
6983,1A2B,6318
6138,2A2B,6318
8163,0A4B,6318
1638,1A3B,6318
3168,1A3B,6318
8136,0A4B,6318
6318,4A0B,6318
