guess,compare,ans
6417,0A1B,9842
7694,0A2B,9842
7526,0A1B,9842
7925,0A2B,9842
6582,1A1B,9842
0245,1A1B,9842
5721,0A1B,9842
1256,0A1B,9842
4251,0A2B,9842
1648,1A1B,9842
7196,0A1B,9842
1496,0A2B,9842
9458,1A2B,9842
7459,0A2B,9842
6347,1A0B,9842
6724,0A2B,9842
7021,0A1B,9842
8270,0A2B,9842
8517,0A1B,9842
3857,1A0B,9842
8371,0A1B,9842
0718,0A1B,9842
0891,1A1B,9842
5986,0A2B,9842
5921,0A2B,9842
6142,2A0B,9842
0645,1A0B,9842
5706,0A0B,9842
4653,0A1B,9842
8436,0A2B,9842
1248,1A2B,9842
4312,1A1B,9842
8329,0A3B,9842
4832,2A1B,9842
9243,2A1B,9842
1943,1A1B,9842
9821,2A1B,9842
8293,0A3B,9842
8139,0A2B,9842
9842,4A0B,9842
