guess,compare,ans
0827,1A0B,0614
7083,0A1B,0614
2308,0A1B,0614
6823,0A1B,0614
3280,0A1B,0614
0342,1A1B,0614
6294,1A1B,0614
4917,1A1B,0614
6912,1A1B,0614
0123,1A1B,0614
2950,0A1B,0614
5927,0A0B,0614
0569,1A1B,0614
8016,1A2B,0614
8401,0A3B,0614
6418,1A2B,0614
0481,1A2B,0614
1304,1A2B,0614
8103,0A2B,0614
4368,0A2B,0614
0631,2A1B,0614
6403,0A3B,0614
8304,1A1B,0614
4681,1A2B,0614
8601,1A2B,0614
1380,0A2B,0614
4036,0A3B,0614
6314,2A1B,0614
4301,0A3B,0614
1036,0A3B,0614
0463,1A2B,0614
4830,0A2B,0614
4618,2A1B,0614
6843,0A2B,0614
6130,0A3B,0614
3816,1A1B,0614
1034,1A2B,0614
4361,0A3B,0614
1834,1A1B,0614
0614,4A0B,0614
