guess,compare,ans
5786,0A2B,6398
9708,1A1B,6398
8210,0A1B,6398
2830,0A2B,6398
5827,0A1B,6398
3782,0A2B,6398
9275,0A1B,6398
2907,0A1B,6398
5972,0A1B,6398
2547,0A0B,6398
6729,1A1B,6398
8196,1A2B,6398
1890,1A1B,6398
6930,1A2B,6398
1903,0A2B,6398
6813,1A2B,6398
3160,0A2B,6398
8391,2A1B,6398
3691,1A2B,6398
1630,0A2B,6398
0839,0A3B,6398
0869,0A3B,6398
6380,2A1B,6398
9603,0A3B,6398
3109,0A2B,6398
8096,1A2B,6398
9168,1A2B,6398
6019,1A1B,6398
1830,0A2B,6398
6309,2A1B,6398
0683,0A3B,6398
3861,0A3B,6398
6301,2A0B,6398
8901,0A2B,6398
6031,1A1B,6398
8390,2A1B,6398
6839,1A3B,6398
8936,0A4B,6398
8693,1A3B,6398
6398,4A0B,6398
