guess,compare,ans
1589,1A1B,6481
1806,0A3B,6481
1638,0A3B,6481
3671,1A1B,6481
6241,2A1B,6481
2634,0A2B,6481
4576,0A2B,6481
3426,1A1B,6481
0284,1A1B,6481
8690,0A2B,6481
7369,0A1B,6481
6971,2A0B,6481
0871,1A1B,6481
7514,0A2B,6481
7420,1A0B,6481
0432,1A0B,6481
7420,1A0B,6481
0174,0A2B,6481
7364,0A2B,6481
0365,0A1B,6481
0573,0A0B,6481
3015,0A1B,6481
1304,0A2B,6481
4128,0A3B,6481
2468,1A2B,6481
9248,0A2B,6481
9641,1A2B,6481
4968,0A3B,6481
4861,1A3B,6481
4186,1A3B,6481
1486,2A2B,6481
8416,1A3B,6481
6481,4A0B,6481
