guess,compare,ans
3849,0A2B,7308
8504,1A1B,7308
0463,0A2B,7308
1354,1A0B,7308
1645,0A0B,7308
0534,0A2B,7308
2730,0A3B,7308
9237,0A2B,7308
3809,1A2B,7308
0283,0A3B,7308
3290,0A2B,7308
3987,0A3B,7308
9372,1A1B,7308
2083,0A3B,7308
2073,0A3B,7308
8723,0A3B,7308
3829,0A2B,7308
2307,2A1B,7308
9703,1A2B,7308
8097,0A3B,7308
7839,1A2B,7308
7293,1A1B,7308
9803,1A2B,7308
7983,1A2B,7308
3287,0A3B,7308
7329,2A0B,7308
7208,3A0B,7308
2378,2A1B,7308
3870,0A4B,7308
0873,0A4B,7308
0387,1A3B,7308
7803,2A2B,7308
8703,1A3B,7308
3807,1A3B,7308
7083,1A3B,7308
7308,4A0B,7308
