guess,compare,ans
1082,0A2B,3215
7092,0A1B,3215
7910,1A0B,3215
0317,1A1B,3215
0279,1A0B,3215
2759,0A2B,3215
3256,2A1B,3215
1526,0A3B,3215
2015,2A1B,3215
0185,1A1B,3215
3540,1A1B,3215
6320,0A2B,3215
5324,0A3B,3215
3752,1A2B,3215
7305,1A1B,3215
7693,0A1B,3215
5369,0A2B,3215
1973,0A2B,3215
8107,0A1B,3215
3701,1A1B,3215
0863,0A1B,3215
6890,0A0B,3215
0783,0A1B,3215
2037,0A2B,3215
2714,1A1B,3215
1453,0A3B,3215
4123,0A3B,3215
4513,1A2B,3215
4125,1A2B,3215
5271,1A2B,3215
7451,0A2B,3215
1325,1A3B,3215
1523,0A4B,3215
3152,1A3B,3215
1352,0A4B,3215
2315,2A2B,3215
3215,4A0B,3215
