guess,compare,ans
4062,1A0B,3752
1046,0A0B,3752
2764,1A1B,3752
8273,0A3B,3752
3582,2A1B,3752
9853,1A1B,3752
2759,2A1B,3752
2895,0A2B,3752
3975,1A2B,3752
7295,0A3B,3752
5829,0A2B,3752
5783,1A2B,3752
8752,3A0B,3752
8259,1A1B,3752
3798,2A0B,3752
5823,0A3B,3752
8723,1A2B,3752
8532,1A2B,3752
8952,2A0B,3752
9378,0A2B,3752
2853,1A2B,3752
3592,2A1B,3752
2895,0A2B,3752
7389,0A2B,3752
3285,1A2B,3752
5392,1A2B,3752
3892,2A0B,3752
7852,2A1B,3752
8927,0A2B,3752
8352,2A1B,3752
3782,3A0B,3752
7582,1A2B,3752
9278,0A2B,3752
5732,2A2B,3752
5723,1A3B,3752
7532,1A3B,3752
3752,4A0B,3752
