guess,compare,ans
1653,0A1B,8475
4165,1A1B,8475
0845,1A2B,8475
0547,0A3B,8475
5497,1A2B,8475
4395,1A1B,8475
0519,0A1B,8475
9570,1A1B,8475
1078,1A1B,8475
3075,2A0B,8475
6953,0A1B,8475
6597,0A2B,8475
8950,1A1B,8475
6708,0A2B,8475
7309,0A1B,8475
5039,0A1B,8475
7035,1A1B,8475
0589,0A2B,8475
2830,0A1B,8475
2890,0A1B,8475
9408,1A1B,8475
0739,0A1B,8475
1397,0A1B,8475
3718,0A2B,8475
6413,1A0B,8475
3516,0A1B,8475
3691,0A0B,8475
2651,0A1B,8475
5061,0A1B,8475
2605,1A0B,8475
4506,0A2B,8475
0582,0A2B,8475
7504,0A3B,8475
2475,3A0B,8475
4207,0A2B,8475
8504,1A2B,8475
5248,0A3B,8475
5748,0A4B,8475
4578,1A3B,8475
8475,4A0B,8475
