guess,compare,ans
2341,0A2B,9435
9153,1A2B,9435
5793,0A3B,9435
9785,2A0B,9435
8273,0A1B,9435
8037,1A0B,9435
3097,0A2B,9435
2953,0A3B,9435
1395,1A2B,9435
2935,2A1B,9435
3092,0A2B,9435
2376,0A1B,9435
3976,0A2B,9435
4306,0A2B,9435
4681,0A1B,9435
1654,0A2B,9435
7315,1A1B,9435
6051,0A1B,9435
6053,0A2B,9435
5490,1A2B,9435
1094,0A2B,9435
1428,1A0B,9435
2684,0A1B,9435
8962,0A1B,9435
8426,1A0B,9435
8216,0A0B,9435
5624,0A2B,9435
9405,3A0B,9435
5934,1A3B,9435
5349,0A4B,9435
4359,0A4B,9435
5439,2A2B,9435
4539,1A3B,9435
3459,1A3B,9435
9435,4A0B,9435
