guess,compare,ans
8025,0A2B,7598
7608,2A0B,7598
7035,1A1B,7598
2795,1A2B,7598
2395,1A1B,7598
2465,0A1B,7598
3254,0A1B,7598
4351,0A1B,7598
0541,1A0B,7598
0561,1A0B,7598
6180,0A1B,7598
2816,0A1B,7598
3861,0A1B,7598
6781,0A2B,7598
0165,0A1B,7598
9615,0A2B,7598
7065,1A1B,7598
2578,2A1B,7598
2573,1A1B,7598
7510,2A0B,7598
7219,1A1B,7598
1908,1A1B,7598
1620,0A0B,7598
8549,1A2B,7598
7854,1A2B,7598
8749,0A3B,7598
4597,2A1B,7598
4758,1A2B,7598
9478,1A2B,7598
3487,0A2B,7598
5947,0A3B,7598
7453,1A1B,7598
4985,0A3B,7598
9745,0A3B,7598
8495,1A2B,7598
5978,1A3B,7598
7859,1A3B,7598
8579,1A3B,7598
5897,1A3B,7598
7598,4A0B,7598
