guess,compare,ans
1635,0A1B,3928
3517,1A0B,3928
7835,0A2B,3928
3541,1A0B,3928
4523,1A1B,3928
7531,0A1B,3928
1705,0A0B,3928
4573,0A1B,3928
6357,0A1B,3928
3574,1A0B,3928
7364,0A1B,3928
7963,1A1B,3928
6384,0A2B,3928
2896,0A3B,3928
8429,1A2B,3928
9438,1A2B,3928
4693,0A2B,3928
2438,1A2B,3928
2498,1A2B,3928
3849,1A2B,3928
4896,0A2B,3928
3642,1A1B,3928
9648,1A1B,3928
9326,1A2B,3928
6924,2A0B,3928
3689,1A2B,3928
3982,2A2B,3928
9382,0A4B,3928
8932,1A3B,3928
2983,1A3B,3928
3892,1A3B,3928
3289,1A3B,3928
3928,4A0B,3928
