guess,compare,ans
8354,0A1B,0632
5423,0A2B,0632
5813,0A1B,0632
5931,1A0B,0632
6195,0A1B,0632
6139,1A1B,0632
9530,1A1B,0632
1923,0A2B,0632
1562,1A1B,0632
1679,1A0B,0632
4761,0A1B,0632
4196,0A1B,0632
8641,1A0B,0632
1462,1A1B,0632
7102,1A1B,0632
0418,1A0B,0632
7184,0A0B,0632
8134,1A0B,0632
8461,0A1B,0632
4813,0A1B,0632
1894,0A0B,0632
4315,0A1B,0632
3461,0A2B,0632
2063,0A4B,0632
3206,0A4B,0632
2036,1A3B,0632
2360,0A4B,0632
3062,1A3B,0632
2603,1A3B,0632
0263,1A3B,0632
2630,2A2B,0632
6230,1A3B,0632
3620,1A3B,0632
0632,4A0B,0632
