guess,compare,ans
2573,0A2B,7429
3971,0A2B,7429
3946,0A2B,7429
0246,0A2B,7429
0825,1A0B,7429
2708,0A2B,7429
1786,0A1B,7429
6278,0A2B,7429
0781,0A1B,7429
1786,0A1B,7429
8476,1A1B,7429
3978,0A2B,7429
1732,0A2B,7429
4375,0A2B,7429
7863,1A0B,7429
7369,2A0B,7429
7268,1A1B,7429
9725,1A2B,7429
1597,0A2B,7429
9681,0A1B,7429
6839,1A0B,7429
9586,0A1B,7429
3598,0A1B,7429
6539,1A0B,7429
1936,0A1B,7429
9164,0A2B,7429
5136,0A0B,7429
0294,0A3B,7429
4982,0A3B,7429
0289,1A1B,7429
0724,1A2B,7429
2840,0A2B,7429
8079,1A1B,7429
2480,1A1B,7429
9702,0A3B,7429
4729,2A2B,7429
7249,2A2B,7429
7429,4A0B,7429
