guess,compare,ans
8275,0A1B,2614
7248,0A2B,2614
7012,1A1B,2614
6251,0A3B,2614
5142,0A3B,2614
2591,1A1B,2614
4597,0A1B,2614
4715,1A1B,2614
2173,1A1B,2614
6012,1A2B,2614
3621,1A2B,2614
3619,2A0B,2614
8269,0A2B,2614
5281,0A2B,2614
6781,0A2B,2614
9764,1A1B,2614
3742,0A2B,2614
0763,0A1B,2614
6430,0A2B,2614
8234,1A1B,2614
6023,0A2B,2614
8253,0A1B,2614
7238,0A1B,2614
2073,1A0B,2614
2397,1A0B,2614
0937,0A0B,2614
7532,0A1B,2614
7215,1A1B,2614
8412,1A2B,2614
1245,0A3B,2614
4258,0A2B,2614
6182,0A3B,2614
8256,0A2B,2614
1548,0A2B,2614
6852,0A2B,2614
2461,1A3B,2614
1246,0A4B,2614
6412,1A3B,2614
1624,2A2B,2614
2614,4A0B,2614
