guess,compare,ans
6129,0A1B,0273
8962,0A1B,0273
2596,0A1B,0273
4526,0A1B,0273
5342,0A2B,0273
8321,0A2B,0273
5638,0A1B,0273
5936,0A1B,0273
9325,0A2B,0273
2576,1A1B,0273
2416,0A1B,0273
6492,0A1B,0273
8269,1A0B,0273
5896,0A0B,0273
2086,0A2B,0273
1302,0A3B,0273
2410,0A2B,0273
1732,0A3B,0273
3714,0A2B,0273
0217,2A1B,0273
0174,2A0B,0273
2473,2A1B,0273
0743,2A1B,0273
0432,1A2B,0273
7043,1A2B,0273
3107,0A3B,0273
1072,1A2B,0273
0147,1A1B,0273
7023,1A3B,0273
3720,0A4B,0273
2730,0A4B,0273
3270,2A2B,0273
2370,1A3B,0273
7230,1A3B,0273
0273,4A0B,0273
