guess,compare,ans
8960,0A1B,7642
8560,0A1B,7642
5036,0A1B,7642
4063,0A2B,7642
5394,0A1B,7642
9743,1A1B,7642
7095,1A0B,7642
9520,0A1B,7642
4509,0A1B,7642
9250,0A1B,7642
2759,0A2B,7642
7098,1A0B,7642
9058,0A0B,7642
8607,1A1B,7642
1627,1A2B,7642
1367,0A2B,7642
4236,0A3B,7642
6321,0A2B,7642
4637,1A2B,7642
2734,0A3B,7642
2763,0A3B,7642
3721,0A2B,7642
4126,0A3B,7642
2341,1A1B,7642
6731,0A2B,7642
2347,1A2B,7642
4712,1A2B,7642
2314,0A2B,7642
7634,2A1B,7642
2673,1A2B,7642
3742,2A1B,7642
7321,1A1B,7642
4673,1A2B,7642
3267,0A3B,7642
1732,1A1B,7642
7264,1A3B,7642
7426,1A3B,7642
2476,0A4B,7642
2647,2A2B,7642
7642,4A0B,7642
