guess,compare,ans
6782,0A1B,0425
2761,0A1B,0425
1273,0A1B,0425
1872,0A1B,0425
8162,0A1B,0425
0618,1A0B,0425
8602,0A2B,0425
5829,1A1B,0425
3281,0A1B,0425
8013,0A1B,0425
7318,0A0B,0425
8153,0A1B,0425
3865,1A0B,0425
9568,0A1B,0425
2869,0A1B,0425
4682,0A2B,0425
9042,0A3B,0425
4062,0A3B,0425
9640,0A2B,0425
5269,0A2B,0425
4059,0A3B,0425
6450,1A2B,0425
0642,1A2B,0425
6405,2A1B,0425
2456,1A2B,0425
5946,0A2B,0425
5026,1A2B,0425
0569,1A1B,0425
6942,0A2B,0425
9650,0A2B,0425
2054,0A4B,0425
0452,2A2B,0425
4052,0A4B,0425
5402,1A3B,0425
2450,1A3B,0425
0542,1A3B,0425
0254,1A3B,0425
0425,4A0B,0425
