guess,compare,ans
4027,0A3B,0374
4372,2A1B,0374
4123,0A2B,0374
4536,0A2B,0374
5671,1A0B,0374
1456,0A1B,0374
5419,0A1B,0374
2594,1A0B,0374
5219,0A0B,0374
4523,0A2B,0374
0643,1A2B,0374
0673,2A1B,0374
0836,1A1B,0374
3874,2A1B,0374
7804,1A2B,0374
6078,1A1B,0374
8034,1A2B,0374
8604,1A1B,0374
6037,0A3B,0374
6308,1A1B,0374
7846,0A2B,0374
7603,0A3B,0374
4763,0A3B,0374
3064,1A2B,0374
8463,0A2B,0374
0837,1A2B,0374
6087,0A2B,0374
8364,2A0B,0374
0764,2A1B,0374
4786,0A2B,0374
3087,0A3B,0374
8063,0A2B,0374
4738,0A3B,0374
3648,0A2B,0374
3780,0A3B,0374
8347,1A2B,0374
7486,0A2B,0374
0368,2A0B,0374
0347,2A2B,0374
0374,4A0B,0374
