guess,compare,ans
3489,0A1B,4621
1483,0A2B,4621
4589,1A0B,4621
9685,1A0B,4621
9285,0A1B,4621
4852,1A1B,4621
0954,0A1B,4621
5924,1A1B,4621
3274,0A2B,4621
6453,0A2B,4621
6398,0A1B,4621
3816,0A2B,4621
0689,1A0B,4621
0687,1A0B,4621
7682,1A1B,4621
4723,2A0B,4621
7603,1A0B,4621
7690,1A0B,4621
9086,0A1B,4621
8963,0A1B,4621
7863,0A1B,4621
8632,1A1B,4621
6931,1A1B,4621
3562,0A2B,4621
2054,0A2B,4621
5634,1A1B,4621
3591,1A0B,4621
9653,1A0B,4621
7953,0A0B,4621
3591,1A0B,4621
5813,0A1B,4621
5081,1A0B,4621
5802,0A1B,4621
1582,0A2B,4621
4681,3A0B,4621
1264,0A4B,4621
6142,0A4B,4621
4621,4A0B,4621
