guess,compare,ans
6759,0A2B,5486
5930,1A0B,5486
0598,0A2B,5486
6785,1A2B,5486
5067,1A1B,5486
1025,0A1B,5486
5041,1A1B,5486
2801,0A1B,5486
0682,1A1B,5486
3607,0A1B,5486
0364,0A2B,5486
7342,0A1B,5486
8742,0A2B,5486
7491,1A0B,5486
4927,0A1B,5486
0492,1A0B,5486
0296,1A0B,5486
6082,1A1B,5486
3670,0A1B,5486
3702,0A0B,5486
6507,0A2B,5486
5168,1A2B,5486
8965,0A3B,5486
8591,0A2B,5486
5946,2A1B,5486
8594,0A3B,5486
8951,0A2B,5486
8641,0A3B,5486
1986,2A0B,5486
8514,0A3B,5486
9154,0A2B,5486
8596,1A2B,5486
6954,0A3B,5486
9648,0A3B,5486
5964,1A2B,5486
4658,0A4B,5486
4685,1A3B,5486
4865,0A4B,5486
5846,2A2B,5486
5486,4A0B,5486
