guess,compare,ans
3094,0A2B,9841
4569,0A2B,9841
9068,1A1B,9841
9823,2A0B,9841
9620,1A0B,9841
6904,0A2B,9841
0168,0A2B,9841
7401,1A1B,9841
2304,0A1B,9841
3102,0A1B,9841
2601,1A0B,9841
1076,0A1B,9841
3071,1A0B,9841
1327,0A1B,9841
3617,0A1B,9841
7936,0A1B,9841
7039,0A1B,9841
2907,0A1B,9841
5270,0A0B,9841
0296,0A1B,9841
9608,1A1B,9841
6483,0A2B,9841
9168,1A2B,9841
9461,2A1B,9841
6439,0A2B,9841
1384,0A3B,9841
4816,1A2B,9841
4831,2A1B,9841
3864,1A1B,9841
1398,0A3B,9841
8619,0A3B,9841
4689,0A3B,9841
3846,2A0B,9841
1984,0A4B,9841
1489,0A4B,9841
4891,2A2B,9841
8491,1A3B,9841
9841,4A0B,9841
