guess,compare,ans
8460,0A1B,9812
3480,0A1B,9812
0873,1A0B,9812
8173,0A2B,9812
6891,1A2B,9812
6598,0A2B,9812
0389,0A2B,9812
6923,0A2B,9812
6549,0A1B,9812
6849,1A1B,9812
0847,1A0B,9812
7648,0A1B,9812
6849,1A1B,9812
4602,1A0B,9812
1062,1A1B,9812
9168,1A2B,9812
1796,0A2B,9812
7983,0A2B,9812
4918,1A2B,9812
3184,0A2B,9812
2146,0A2B,9812
0167,0A1B,9812
3071,0A1B,9812
8031,0A2B,9812
8973,0A2B,9812
5732,1A0B,9812
3721,0A2B,9812
0753,0A0B,9812
6812,3A0B,9812
1642,1A1B,9812
8219,1A3B,9812
1289,0A4B,9812
2198,0A4B,9812
2981,0A4B,9812
1298,0A4B,9812
2891,1A3B,9812
9821,2A2B,9812
8921,0A4B,9812
1829,1A3B,9812
9812,4A0B,9812
