guess,compare,ans
8135,0A2B,2850
8032,0A3B,2850
3982,0A2B,2850
8694,0A1B,2850
9483,0A1B,2850
8459,1A1B,2850
8791,0A1B,2850
8167,0A1B,2850
7561,0A1B,2850
7816,1A0B,2850
5718,0A2B,2850
4850,3A0B,2850
2845,2A1B,2850
7845,1A1B,2850
8237,0A2B,2850
5831,1A1B,2850
7483,0A1B,2850
0438,0A2B,2850
2345,1A1B,2850
2813,2A0B,2850
3684,0A1B,2850
4831,1A0B,2850
4218,0A2B,2850
4293,0A1B,2850
9236,0A1B,2850
1362,0A1B,2850
6423,0A1B,2850
1236,0A1B,2850
2135,1A1B,2850
0271,0A2B,2850
0847,1A1B,2850
4673,0A0B,2850
5081,0A3B,2850
8509,0A3B,2850
5928,0A3B,2850
9281,0A2B,2850
8502,0A4B,2850
0825,1A3B,2850
0528,0A4B,2850
2850,4A0B,2850
