guess,compare,ans
4530,0A2B,3152
4931,0A2B,3152
3842,2A0B,3152
0246,0A1B,3152
5406,0A1B,3152
9560,0A1B,3152
6159,2A0B,3152
6547,0A1B,3152
5673,0A2B,3152
2693,0A2B,3152
1896,0A1B,3152
2981,0A2B,3152
7692,1A0B,3152
2716,0A2B,3152
9275,0A2B,3152
2405,0A2B,3152
1403,0A2B,3152
2047,0A1B,3152
8024,0A1B,3152
4182,2A0B,3152
6784,0A0B,3152
0123,1A2B,3152
2035,0A3B,3152
9325,0A3B,3152
1395,0A3B,3152
2315,0A4B,3152
3125,2A2B,3152
1325,0A4B,3152
2135,1A3B,3152
5123,1A3B,3152
3215,1A3B,3152
3521,1A3B,3152
3152,4A0B,3152
