guess,compare,ans
0412,0A2B,1364
1348,2A1B,1364
4821,0A2B,1364
4853,0A2B,1364
5018,0A1B,1364
2810,0A1B,1364
4018,0A2B,1364
0783,0A1B,1364
3047,0A2B,1364
6372,1A1B,1364
6079,0A1B,1364
0963,1A1B,1364
3041,0A3B,1364
0324,2A0B,1364
6041,0A3B,1364
4607,0A2B,1364
1627,1A1B,1364
1975,1A0B,1364
5921,0A1B,1364
2981,0A1B,1364
5819,0A1B,1364
1495,1A1B,1364
5178,0A1B,1364
6185,0A2B,1364
1502,1A0B,1364
5312,1A1B,1364
2758,0A0B,1364
9341,1A2B,1364
0413,0A3B,1364
0194,1A1B,1364
6130,0A3B,1364
9613,0A3B,1364
1390,2A0B,1364
0436,0A3B,1364
1360,3A0B,1364
3410,0A3B,1364
3491,0A3B,1364
4190,0A2B,1364
3649,0A3B,1364
1364,4A0B,1364
