guess,compare,ans
4076,2A0B,8376
4203,0A1B,8376
4263,0A2B,8376
3952,0A1B,8376
2639,0A2B,8376
7536,1A2B,8376
7534,0A2B,8376
1749,0A1B,8376
4957,0A1B,8376
0945,0A0B,8376
6945,0A1B,8376
5634,0A2B,8376
6318,1A2B,8376
6817,0A3B,8376
7216,1A1B,8376
7238,0A3B,8376
1328,1A1B,8376
6178,1A2B,8376
2876,2A1B,8376
8372,3A0B,8376
1238,0A2B,8376
1276,2A0B,8376
2386,2A1B,8376
8261,1A1B,8376
1378,2A1B,8376
1237,0A2B,8376
1678,1A2B,8376
3618,0A3B,8376
1687,0A3B,8376
3761,0A3B,8376
8371,3A0B,8376
3278,1A2B,8376
7138,0A3B,8376
3678,1A3B,8376
8736,2A2B,8376
7836,1A3B,8376
3786,1A3B,8376
6738,0A4B,8376
8376,4A0B,8376
