guess,compare,ans
4081,1A1B,7094
3710,0A2B,7094
5176,0A1B,7094
3157,0A1B,7094
7321,1A0B,7094
2710,0A2B,7094
5106,0A1B,7094
4610,0A2B,7094
0693,1A1B,7094
9853,0A1B,7094
9865,0A1B,7094
3958,0A1B,7094
9387,0A2B,7094
0831,0A1B,7094
9103,0A2B,7094
0325,0A1B,7094
0453,0A2B,7094
9574,1A2B,7094
2549,0A2B,7094
2537,0A1B,7094
4537,0A2B,7094
4071,1A2B,7094
0437,0A3B,7094
0735,0A2B,7094
5741,0A2B,7094
8173,0A1B,7094
3874,1A1B,7094
7103,1A1B,7094
8743,0A2B,7094
3670,0A2B,7094
4062,1A1B,7094
1804,1A1B,7094
8069,1A1B,7094
7038,2A0B,7094
7532,1A0B,7094
3507,0A2B,7094
4067,1A2B,7094
9764,1A2B,7094
2497,1A2B,7094
7094,4A0B,7094
