guess,compare,ans
3086,1A0B,2014
3260,0A2B,2014
3746,0A1B,2014
0734,1A1B,2014
0426,0A3B,2014
0924,1A2B,2014
9462,0A2B,2014
9032,1A1B,2014
0261,0A3B,2014
1760,0A2B,2014
7204,1A2B,2014
4726,0A2B,2014
2834,2A0B,2014
8712,1A1B,2014
5108,0A2B,2014
5409,0A2B,2014
4702,0A3B,2014
0432,0A3B,2014
2503,1A1B,2014
1029,1A2B,2014
1690,0A2B,2014
4810,1A2B,2014
0186,0A2B,2014
2908,1A1B,2014
0235,0A2B,2014
2518,2A0B,2014
6418,1A1B,2014
1459,0A2B,2014
3569,0A0B,2014
0184,1A2B,2014
8102,0A3B,2014
4120,0A4B,2014
0241,0A4B,2014
0124,1A3B,2014
2140,1A3B,2014
4102,0A4B,2014
2104,2A2B,2014
1204,1A3B,2014
2014,4A0B,2014
