guess,compare,ans
4856,1A0B,4931
6450,0A1B,4931
3054,0A2B,4931
9047,0A2B,4931
2054,0A1B,4931
4902,2A0B,4931
7602,0A0B,4931
4819,1A2B,4931
1893,0A3B,4931
5819,0A2B,4931
8934,2A1B,4931
8359,0A2B,4931
5431,2A1B,4931
3581,1A1B,4931
4951,3A0B,4931
9481,1A2B,4931
9183,0A3B,4931
9815,0A2B,4931
8143,0A3B,4931
1938,2A1B,4931
3589,0A2B,4931
4351,2A1B,4931
4381,2A1B,4931
9148,0A3B,4931
8314,0A3B,4931
5348,0A2B,4931
9134,1A3B,4931
3914,1A3B,4931
4391,2A2B,4931
3491,1A3B,4931
9341,1A3B,4931
1394,0A4B,4931
4931,4A0B,4931
