guess,compare,ans
4576,0A1B,2158
6784,0A1B,2158
4817,0A2B,2158
9318,1A1B,2158
5897,0A2B,2158
6708,1A0B,2158
7804,0A1B,2158
2784,1A1B,2158
2089,1A1B,2158
0217,0A2B,2158
5173,1A1B,2158
7816,0A2B,2158
7580,0A2B,2158
2357,2A0B,2158
7580,0A2B,2158
9837,0A1B,2158
9763,0A0B,2158
8903,0A1B,2158
3290,0A1B,2158
3250,1A1B,2158
0854,1A1B,2158
1824,0A3B,2158
5814,0A3B,2158
1048,1A1B,2158
5142,1A2B,2158
5104,1A1B,2158
0248,1A1B,2158
5801,0A3B,2158
5814,0A3B,2158
4180,1A1B,2158
2485,1A2B,2158
5481,0A3B,2158
1850,1A2B,2158
0548,1A1B,2158
8124,1A2B,2158
4528,1A2B,2158
5402,0A2B,2158
0581,0A3B,2158
0845,0A2B,2158
2158,4A0B,2158
