guess,compare,ans
9631,1A1B,3471
8561,1A0B,3471
5648,0A1B,3471
4365,0A2B,3471
0473,2A1B,3471
3207,1A1B,3471
1328,0A2B,3471
1902,0A1B,3471
4290,0A1B,3471
4590,0A1B,3471
3549,1A1B,3471
4912,0A2B,3471
2817,0A2B,3471
9527,0A1B,3471
5129,0A1B,3471
8915,0A1B,3471
1398,0A2B,3471
9167,0A2B,3471
6154,0A2B,3471
3576,2A0B,3471
0372,1A1B,3471
1724,0A3B,3471
4287,0A2B,3471
2540,0A1B,3471
2745,0A2B,3471
2731,1A2B,3471
9217,0A2B,3471
1983,0A2B,3471
9346,0A2B,3471
9685,0A0B,3471
3247,1A2B,3471
3704,1A2B,3471
0371,2A1B,3471
1327,0A3B,3471
1307,0A3B,3471
1403,1A2B,3471
0713,0A3B,3471
4371,2A2B,3471
7143,0A4B,3471
3471,4A0B,3471
