guess,compare,ans
0278,2A0B,0249
4508,0A2B,0249
2345,1A1B,0249
5072,0A2B,0249
5874,0A1B,0249
1874,0A1B,0249
8701,0A1B,0249
9180,0A2B,0249
5170,0A1B,0249
1504,0A2B,0249
9801,0A2B,0249
6859,1A0B,0249
6795,0A1B,0249
9057,0A2B,0249
9736,0A1B,0249
6309,1A1B,0249
7931,0A1B,0249
7134,0A1B,0249
4170,0A2B,0249
8907,0A2B,0249
2873,0A1B,0249
3824,0A2B,0249
4981,0A2B,0249
9315,0A1B,0249
4935,0A2B,0249
2309,1A2B,0249
2503,0A2B,0249
0826,1A1B,0249
0987,1A1B,0249
1739,1A0B,0249
5973,0A1B,0249
1537,0A0B,0249
2935,0A2B,0249
9624,0A3B,0249
4602,0A3B,0249
2840,1A2B,0249
8640,1A1B,0249
2980,0A3B,0249
8926,0A2B,0249
0249,4A0B,0249
