guess,compare,ans
6079,1A0B,6835
2690,0A1B,6835
3029,0A1B,6835
1390,0A1B,6835
5319,0A2B,6835
5170,0A1B,6835
5741,0A1B,6835
4657,0A2B,6835
1406,0A1B,6835
0612,0A1B,6835
3012,0A1B,6835
2309,0A1B,6835
5903,0A2B,6835
3208,0A2B,6835
4180,0A1B,6835
1087,0A1B,6835
1875,2A0B,6835
0752,0A1B,6835
9752,0A1B,6835
5829,1A1B,6835
5904,0A1B,6835
5704,0A1B,6835
5409,0A1B,6835
5901,0A1B,6835
6150,1A1B,6835
5491,0A1B,6835
9574,0A1B,6835
4571,0A1B,6835
4765,1A1B,6835
5731,1A1B,6835
1479,0A0B,6835
3506,0A3B,6835
0236,1A1B,6835
5280,0A2B,6835
6308,1A2B,6835
5680,0A3B,6835
0385,1A2B,6835
3258,0A3B,6835
5032,1A1B,6835
6835,4A0B,6835
