guess,compare,ans
6139,1A0B,7832
6513,0A1B,7832
3560,0A1B,7832
0685,0A1B,7832
0835,2A0B,7832
6458,0A1B,7832
6874,1A1B,7832
7324,1A2B,7832
4370,0A2B,7832
7806,2A0B,7832
4890,1A0B,7832
0943,0A1B,7832
3945,0A1B,7832
3095,0A1B,7832
1053,0A1B,7832
2503,0A2B,7832
6327,0A3B,7832
7652,2A0B,7832
8561,0A1B,7832
8716,0A2B,7832
6512,1A0B,7832
1726,0A2B,7832
8765,0A2B,7832
6731,1A1B,7832
7125,1A1B,7832
2901,0A1B,7832
5129,0A1B,7832
0592,1A0B,7832
5210,0A1B,7832
8015,0A1B,7832
8351,0A2B,7832
1932,2A0B,7832
8439,1A1B,7832
6903,0A1B,7832
0937,1A1B,7832
5092,1A0B,7832
6259,0A1B,7832
6954,0A0B,7832
8569,0A1B,7832
7832,4A0B,7832
