guess,compare,ans
9360,1A1B,1346
9107,0A1B,1346
9180,0A1B,1346
0839,0A1B,1346
8530,0A1B,1346
8037,0A1B,1346
8473,0A2B,1346
1493,1A2B,1346
2391,1A1B,1346
1853,1A1B,1346
0238,0A1B,1346
4028,0A1B,1346
4980,0A1B,1346
8045,1A0B,1346
9054,0A1B,1346
5974,0A1B,1346
7591,0A1B,1346
1769,1A1B,1346
6370,1A1B,1346
0659,0A1B,1346
5026,1A0B,1346
6504,0A2B,1346
1856,2A0B,1346
3178,0A2B,1346
3075,0A1B,1346
0536,1A1B,1346
9546,2A0B,1346
9874,0A1B,1346
9684,0A2B,1346
4739,0A2B,1346
4358,1A1B,1346
8319,1A1B,1346
9102,0A1B,1346
2791,0A1B,1346
1270,1A0B,1346
0274,0A1B,1346
7023,0A1B,1346
7290,0A0B,1346
4732,0A2B,1346
1346,4A0B,1346
