guess,compare,ans
4291,0A1B,8064
2948,0A2B,8064
4308,0A3B,8064
0436,0A3B,8064
3094,2A0B,8064
5703,0A1B,8064
4570,0A2B,8064
4210,0A2B,8064
0476,0A3B,8064
6347,0A2B,8064
9167,1A0B,8064
7069,2A0B,8064
7048,1A2B,8064
4720,0A2B,8064
7901,0A1B,8064
7198,0A1B,8064
1785,0A1B,8064
8471,1A1B,8064
5837,0A1B,8064
5834,1A1B,8064
8650,1A2B,8064
2068,2A1B,8064
5208,0A2B,8064
4035,1A1B,8064
6395,0A1B,8064
6509,0A2B,8064
1967,1A0B,8064
9867,1A1B,8064
8923,1A0B,8064
8390,1A1B,8064
3749,0A1B,8064
4703,0A2B,8064
0857,0A2B,8064
9605,0A2B,8064
3769,1A0B,8064
7096,1A1B,8064
6958,0A2B,8064
4938,0A2B,8064
9508,0A2B,8064
8064,4A0B,8064
