guess,compare,ans
3504,0A1B,6731
0154,0A1B,6731
1564,0A2B,6731
9176,0A3B,6731
7156,0A3B,6731
1476,0A3B,6731
7106,0A3B,6731
7164,0A3B,6731
4760,1A1B,6731
2940,0A0B,6731
8736,2A1B,6731
7385,0A2B,6731
1635,1A2B,6731
8351,1A1B,6731
6718,2A1B,6731
5786,1A1B,6731
3581,1A1B,6731
7368,0A3B,6731
8731,3A0B,6731
3758,1A1B,6731
5861,1A1B,6731
7831,2A1B,6731
1863,0A3B,6731
3165,0A3B,6731
1576,0A3B,6731
5631,2A1B,6731
3685,0A2B,6731
3176,0A4B,6731
6371,2A2B,6731
3671,1A3B,6731
7361,1A3B,6731
1376,0A4B,6731
6731,4A0B,6731
