guess,compare,ans
9624,1A0B,0584
9421,0A1B,0584
4321,0A1B,0584
2613,0A0B,0584
4913,0A1B,0584
3749,0A1B,0584
3704,1A1B,0584
8574,2A1B,0584
4759,0A2B,0584
9870,0A2B,0584
8459,0A3B,0584
9058,0A3B,0584
5907,0A2B,0584
8479,0A2B,0584
5490,0A3B,0584
8095,0A3B,0584
4089,1A2B,0584
9708,0A2B,0584
5748,0A3B,0584
8495,0A3B,0584
9504,2A1B,0584
0849,1A2B,0584
0497,1A1B,0584
0859,1A2B,0584
9045,0A3B,0584
0548,2A2B,0584
5480,1A3B,0584
5048,0A4B,0584
4508,1A3B,0584
8540,1A3B,0584
0458,1A3B,0584
0845,1A3B,0584
0584,4A0B,0584
