guess,compare,ans
6394,0A2B,9670
3704,0A2B,9670
7963,0A3B,9670
4639,1A1B,9670
5631,1A0B,9670
6035,0A2B,9670
5846,0A1B,9670
6541,0A1B,9670
6105,0A2B,9670
4951,0A1B,9670
5946,0A2B,9670
0914,0A2B,9670
6174,1A1B,9670
7402,0A2B,9670
3520,1A0B,9670
0521,0A1B,9670
9012,1A1B,9670
4180,1A0B,9670
0214,0A1B,9670
5201,0A1B,9670
5061,0A2B,9670
4617,1A1B,9670
6251,0A1B,9670
6952,0A2B,9670
2913,0A1B,9670
3102,0A1B,9670
0152,0A1B,9670
2075,1A1B,9670
0739,0A3B,9670
1970,2A1B,9670
4907,0A3B,9670
9450,2A0B,9670
7354,0A1B,9670
7314,0A1B,9670
8341,0A0B,9670
1436,0A1B,9670
7413,0A1B,9670
4751,0A1B,9670
7214,0A1B,9670
9670,4A0B,9670
