guess,compare,ans
1682,0A1B,8940
9286,0A2B,8940
9712,0A1B,8940
2967,1A0B,8940
0796,0A2B,8940
7014,0A2B,8940
1063,0A1B,8940
6015,0A1B,8940
1507,0A1B,8940
4751,0A1B,8940
4951,1A1B,8940
6158,0A1B,8940
6582,0A1B,8940
6832,0A1B,8940
3264,0A1B,8940
3469,0A2B,8940
3560,1A0B,8940
4503,0A2B,8940
9105,0A2B,8940
3057,0A1B,8940
5173,0A0B,8940
6037,0A1B,8940
7436,0A1B,8940
4726,0A1B,8940
4876,0A2B,8940
4289,0A3B,8940
6948,2A1B,8940
4068,0A3B,8940
6208,0A2B,8940
8496,1A2B,8940
2496,0A2B,8940
2908,1A2B,8940
8904,2A2B,8940
0849,1A3B,8940
9804,0A4B,8940
0984,1A3B,8940
4908,1A3B,8940
8094,1A3B,8940
8409,1A3B,8940
8940,4A0B,8940
