guess,compare,ans
8725,1A2B,7823
7152,1A1B,7823
1793,1A1B,7823
1283,1A2B,7823
5132,0A2B,7823
8203,1A2B,7823
0218,0A2B,7823
5184,0A1B,7823
3851,1A1B,7823
1984,0A1B,7823
1983,1A1B,7823
4739,0A2B,7823
6324,1A1B,7823
2658,0A2B,7823
9352,0A2B,7823
8309,0A2B,7823
3479,0A2B,7823
2348,0A3B,7823
4218,0A2B,7823
1785,0A2B,7823
1950,0A0B,7823
8427,1A2B,7823
3284,0A3B,7823
8346,0A2B,7823
2478,0A3B,7823
8467,0A2B,7823
3482,0A3B,7823
7428,2A1B,7823
2786,0A3B,7823
7283,2A2B,7823
3782,0A4B,7823
2783,1A3B,7823
8273,1A3B,7823
3287,0A4B,7823
7823,4A0B,7823
