guess,compare,ans
0738,0A2B,5103
3682,0A1B,5103
8231,0A2B,5103
7023,1A1B,5103
0624,0A1B,5103
4902,1A0B,5103
0329,0A2B,5103
7120,1A1B,5103
7068,0A1B,5103
6408,1A0B,5103
8063,1A1B,5103
6041,0A2B,5103
6745,0A1B,5103
7164,1A0B,5103
1974,0A1B,5103
9470,0A1B,5103
9057,0A2B,5103
8250,0A2B,5103
0519,0A3B,5103
2015,0A3B,5103
2590,0A2B,5103
3075,0A3B,5103
7358,0A2B,5103
2637,0A1B,5103
4763,1A0B,5103
3457,0A2B,5103
7051,0A3B,5103
7058,0A2B,5103
4790,0A1B,5103
5974,1A0B,5103
4785,0A1B,5103
5347,1A1B,5103
6257,0A1B,5103
4652,0A1B,5103
8264,0A0B,5103
4251,0A2B,5103
1579,0A2B,5103
5307,2A1B,5103
5701,2A1B,5103
5103,4A0B,5103
