guess,compare,ans
1360,1A1B,6840
7168,0A2B,6840
7823,1A0B,6840
2683,0A2B,6840
7864,1A2B,6840
8274,0A2B,6840
8450,1A2B,6840
5704,0A2B,6840
5341,1A0B,6840
5641,1A1B,6840
7365,0A1B,6840
3578,0A1B,6840
2875,1A0B,6840
7508,0A2B,6840
6718,1A1B,6840
8562,0A2B,6840
7692,0A1B,6840
6742,2A0B,6840
0347,1A1B,6840
2017,0A1B,6840
1704,0A2B,6840
5048,1A2B,6840
5842,2A0B,6840
1438,0A2B,6840
0234,0A2B,6840
9143,1A0B,6840
4239,0A1B,6840
7942,1A0B,6840
0729,0A1B,6840
4720,1A1B,6840
4253,0A1B,6840
5374,0A1B,6840
4273,0A1B,6840
1437,0A1B,6840
4217,0A1B,6840
4731,0A1B,6840
0431,0A2B,6840
3715,0A0B,6840
8460,1A3B,6840
6840,4A0B,6840
