guess,compare,ans
1963,0A2B,3086
8341,0A2B,3086
8152,0A1B,3086
1532,0A1B,3086
0135,0A2B,3086
9185,1A0B,3086
8719,0A1B,3086
7391,0A1B,3086
8793,0A2B,3086
5138,0A2B,3086
5936,1A1B,3086
2513,0A1B,3086
1324,0A1B,3086
2163,0A2B,3086
6742,0A1B,3086
4067,1A1B,3086
0451,0A1B,3086
3540,1A1B,3086
0479,0A1B,3086
0943,0A2B,3086
3674,1A1B,3086
7318,0A2B,3086
6103,0A3B,3086
6120,0A2B,3086
9064,1A1B,3086
1970,0A1B,3086
1297,0A0B,3086
1697,0A1B,3086
6517,0A1B,3086
7614,0A1B,3086
7418,0A1B,3086
5817,0A1B,3086
3875,1A1B,3086
0638,0A4B,3086
6830,0A4B,3086
0386,2A2B,3086
3086,4A0B,3086
