guess,compare,ans
4732,0A2B,2675
4039,0A0B,2675
7628,1A2B,2675
7586,0A3B,2675
7618,1A1B,2675
2185,2A0B,2675
6157,0A3B,2675
6152,0A3B,2675
1527,0A3B,2675
2165,2A1B,2675
7152,0A3B,2675
5612,1A2B,2675
2568,1A2B,2675
5861,0A2B,2675
1872,1A1B,2675
5628,1A2B,2675
7852,0A3B,2675
2768,1A2B,2675
5682,1A2B,2675
1862,0A2B,2675
7512,0A3B,2675
7516,0A3B,2675
5712,0A3B,2675
1528,0A2B,2675
5716,0A3B,2675
1578,1A1B,2675
5682,1A2B,2675
5267,0A4B,2675
2765,2A2B,2675
7265,1A3B,2675
6725,1A3B,2675
5762,0A4B,2675
2675,4A0B,2675
